icao24,origin_country,velocity,on_ground
abda54,United States,176.34,0
8962e5,United Arab Emirates,231.79,0
a83667,United States,72.03,0
a81005,United States,255.48,0
a7033d,United States,34.32,0
a7c6e2,United States,92.48,0
ac0143,United States,231.14,0
a906d7,United States,75.53,0
a81006,United States,237.88,0
a2c3cf,United States,39.16,0
020105,Morocco,224.89,0
c06e85,Canada,129.58,0
020104,Morocco,232.39,0
ac5ada,United States,221.52,0
aa6a26,United States,75.99,0
c012bd,Canada,0.0,1
4ca8fa,Ireland,220.07,0
a8f9e2,United States,114.56,0
a4798f,United States,190.11,0
4ca8fc,Ireland,221.77,0
ac61db,United States,249.63,0
abe147,United States,148.42,0
a88fb7,United States,55.66,0
a2be06,United States,237.71,0
738285,Israel,264.46,0
a6a6b7,United States,189.34,0
738286,Israel,58.41,0
c01ec5,Canada,120.57,0
a9da7e,United States,47.12,0
490d0a,Portugal,224.52,0
a523ab,United States,224.93,0
c01ec6,Canada,180.01,0
4bb28f,Turkey,175.63,0
a1e08a,United States,94.69,0
4bb28e,Turkey,205.82,0
ad479d,United States,251.33,0
a5731f,United States,152.11,0
a8f9c2,United States,71.62,0
0d8367,Venezuela,120.91,0
a5cf3c,United States,209.92,0
ad1a4e,United States,204.91,0
a68c24,United States,42.53,0
ac015f,United States,248.69,0
73828a,Israel,220.08,0
ac5afd,United States,205.87,0
c07534,Canada,181.25,0
ad2160,United States,154.8,0
a2008f,United States,42.63,0
c08866,Canada,208.49,0
c08863,Canada,185.27,0
a58672,United States,218.16,0
c08861,Canada,219.93,0
a4c98f,United States,210.28,0
400663,United Kingdom,1.29,1
a7c6b0,United States,88.67,0
4bb268,Turkey,174.32,0
a87ca9,United States,44.78,0
a5733b,United States,201.4,0
a08ec9,United States,65.44,0
4867c1,Kingdom of the Netherlands,202.46,0
c01ee6,Canada,218.42,0
4bb270,Turkey,263.72,0
e47e7e,Brazil,225.18,0
4867c2,Kingdom of the Netherlands,220.29,0
4bb26f,Turkey,250.1,0
c08857,Canada,180.11,0
c82846,New Zealand,0.0,1
c08852,Canada,182.64,0
abf49f,United States,165.05,0
c08851,Canada,192.79,0
a9da7a,United States,98.8,0
4bb26a,Turkey,1.29,1
c01ebb,Canada,206.26,0
c0751c,Canada,245.99,0
c0884e,Canada,274.46,0
c0884f,Canada,0.0,1
a919b4,United States,34.26,0
a28812,United States,185.59,0
abda7d,United States,264.86,0
4bb284,Turkey,227.84,0
c01eca,Canada,104.46,0
4bb285,Turkey,234.71,0
a5d656,United States,57.73,0
4867b0,Kingdom of the Netherlands,243.63,0
a118cb,United States,146.88,0
4bb281,Turkey,262.39,0
a76fe9,United States,204.2,0
c00ba7,Canada,86.88,0
758768,Philippines,185.43,0
020183,Morocco,228.25,0
aa360c,United States,42.75,0
a51e24,United States,215.29,0
a81071,United States,31.59,0
a1a546,United States,148.69,0
a1a542,United States,35.66,0
a9e0ac,United States,38.84,0
aa4945,United States,173.71,0
a68096,United States,212.03,0
896411,United Arab Emirates,216.59,0
020176,Morocco,142.06,0
020175,Morocco,230.95,0
a225d1,United States,88.84,0
a07bef,United States,8.23,1
a6809e,United States,78.22,0
a6e38d,United States,167.66,0
a3e525,United States,278.65,0
75875f,Philippines,0.0,1
70c13e,Oman,278.36,0
a0cbd6,United States,210.62,0
89640a,United Arab Emirates,212.21,0
a33ed6,United States,148.13,0
ac2706,United States,206.84,0
a2886c,United States,77.17,0
a9ecdf,United States,61.85,0
77170e,Sri Lanka,93.22,0
a345a8,United States,72.07,0
ac0d02,United States,60.03,0
a21ed4,United States,260.23,0
a89814,United States,113.72,0
a082ac,United States,196.23,0
a095f0,United States,175.43,0
a75e0d,United States,61.77,0
c038aa,Canada,296.43,0
a01b52,United States,61.74,0
a08efd,United States,173.74,0
a01b56,United States,238.42,0
aa490a,United States,8.75,1
a3e542,United States,117.57,0
3c0d0c,Germany,197.11,0
a0e5d7,United States,100.78,0
a03574,United States,226.47,0
aa7198,United States,0.64,1
a6583b,United States,199.61,0
aa4911,United States,94.78,0
a4c8de,United States,242.05,0
a16883,United States,209.14,0
a19bc9,United States,157.14,0
46771b,Finland,18.52,1
a32bf3,United States,238.84,0
e48519,Brazil,100.08,0
abed10,United States,205.45,0
c060bc,Canada,185.77,0
ab8a03,United States,65.75,0
02012c,Morocco,225.23,0
c060ba,Canada,187.34,0
a8cce3,United States,60.41,0
02012b,Morocco,7.72,1
a40563,United States,78.74,0
506ca5,Slovenia,186.11,0
ac6da1,United States,50.0,0
c0003e,Canada,203.88,0
020139,Morocco,248.43,0
a0cbff,United States,206.97,0
a3a8a5,United States,211.57,0
aa4903,United States,210.44,0
4bb1a3,Turkey,317.56,0
a87cf4,United States,0.0,1
a81c5b,United States,30.38,0
a82f8b,United States,73.57,0
345292,Spain,167.74,0
a32bcb,United States,196.52,0
a1427f,United States,204.14,0
4baac3,Turkey,240.95,0
c060c8,Canada,201.91,0
4baac1,Turkey,118.86,0
abb7c7,United States,53.52,0
a6e361,United States,218.09,0
aa21ef,United States,218.6,0
a906f3,United States,69.13,0
a8233a,United States,238.0,0
c060c4,Canada,149.89,0
c060c7,Canada,251.52,0
c060c1,Canada,207.35,0
c060c0,Canada,288.61,0
c060c3,Canada,223.59,0
020123,Morocco,241.31,0
020121,Morocco,233.92,0
a38237,United States,217.34,0
4bb1a5,Turkey,270.93,0
a38223,United States,236.92,0
ab8a25,United States,45.66,0
a32bba,United States,268.54,0
a38e69,United States,242.12,0
a95665,United States,261.5,0
a25b66,United States,218.37,0
a21efb,United States,184.27,0
a37b1c,United States,211.97,0
a9ecad,United States,43.73,0
0b433f,Guatemala,76.45,0
70c124,Oman,223.71,0
a870bc,United States,57.8,0
ac142e,United States,0.0,1
ad340b,United States,0.0,0
a3a8ba,United States,239.18,0
70c122,Oman,226.71,0
02013c,Morocco,5.4,1
a6e376,United States,253.85,0
a27567,United States,217.02,0
a25b3f,United States,228.15,0
a70396,United States,42.05,0
a345cd,United States,86.65,0
758707,Philippines,142.29,0
a8dffc,United States,224.04,0
a8e6f2,United States,181.92,0
a990a0,United States,52.54,0
8005f3,India,219.94,0
a64578,United States,214.99,0
345385,Spain,220.54,0
8005f4,India,220.21,0
345388,Spain,62.76,0
c086db,Canada,97.26,0
a715f8,United States,275.32,0
780a62,China,262.08,0
a968f8,United States,151.12,0
486897,Kingdom of the Netherlands,0.0,1
aa2250,United States,122.78,0
486898,Kingdom of the Netherlands,249.6,0
acbe3c,United States,11.83,1
ac6213,United States,39.7,0
896372,United Arab Emirates,176.56,0
a3cb87,United States,69.34,0
ac0bc4,United States,161.86,0
a572f4,United States,73.5,0
acbe34,United States,0.26,1
a9ee34,United States,32.96,0
acbe33,United States,50.51,0
a452f2,United States,226.64,0
a702b4,United States,40.77,0
ab4e94,United States,297.12,0
aae5f7,United States,1.29,1
acbe37,United States,260.1,0
895053,Brunei Darussalam,145.06,0
a6456d,United States,0.0,1
895058,Brunei Darussalam,78.7,0
a76552,United States,188.5,0
c02655,Canada,245.4,0
7c146f,Australia,233.51,0
ac5b43,United States,198.64,0
a7c850,United States,110.75,0
346691,Spain,126.56,0
8005d5,India,150.68,0
ac0bde,United States,260.54,0
ac12d6,United States,207.45,0
a692f7,United States,61.26,0
abf2c2,United States,240.49,0
780a6e,China,285.3,0
89633a,United Arab Emirates,204.17,0
ad2bbe,United States,234.56,0
a09702,United States,251.35,0
a2ab6c,United States,0.32,1
a7fbbb,United States,211.05,0
a26279,United States,47.64,0
a8721f,United States,128.27,0
c060b4,Canada,190.38,0
78115f,China,159.04,0
7c1468,Australia,245.02,0
c060b3,Canada,208.99,0
780a89,China,310.47,0
4c80a6,Cyprus,0.0,1
c060b2,Canada,141.53,0
a7fbc7,United States,79.25,0
c060b1,Canada,179.6,0
780a7b,China,227.1,0
4ca973,Ireland,197.4,0
89634a,United Arab Emirates,73.64,0
345353,Spain,243.52,0
a5127f,United States,33.85,0
a2c56d,United States,152.6,0
a047a3,United States,206.27,0
a968e3,United States,7.46,1
ac7581,United States,215.98,0
780a94,China,5.66,1
77044d,Sri Lanka,195.77,0
77044e,Sri Lanka,229.7,0
4ca97b,Ireland,263.75,0
4ca97c,Ireland,91.27,0
a2c574,United States,233.52,0
896366,United Arab Emirates,196.42,0
a7c878,United States,133.68,0
780a97,China,206.84,0
780a98,China,216.84,0
a07d01,United States,254.45,0
a9ee09,United States,39.43,0
ac5b66,United States,257.68,0
a87e69,United States,282.75,0
ac756c,United States,228.24,0
acbe88,United States,207.65,0
a6eeb9,United States,214.62,0
44ce78,Belgium,1.8,1
89631b,United Arab Emirates,293.82,0
acd88e,United States,239.23,0
89631a,United Arab Emirates,115.76,0
a46705,United States,43.73,0
44ce77,Belgium,215.31,0
4bb0f3,Turkey,216.95,0
a728e5,United States,200.12,0
ac5b6b,United States,13.9,0
44ce6a,Belgium,0.0,1
40676a,United Kingdom,213.06,0
ac7589,United States,34.79,0
44ce6e,Belgium,78.74,0
a87e18,United States,54.65,0
a02dda,United States,6.94,1
a7f096,United States,239.25,0
ac5b89,United States,223.7,0
ade548,United States,264.88,0
c01f28,Canada,221.53,0
a0e751,United States,267.47,0
c07fb0,Canada,272.66,0
adde4b,United States,54.26,0
a65872,United States,55.07,0
a7c80d,United States,62.78,0
c07fb1,Canada,239.27,0
ade541,United States,65.37,0
ade543,United States,246.9,0
486840,Kingdom of the Netherlands,211.76,0
a08446,United States,226.66,0
a07115,United States,46.47,0
896335,United Arab Emirates,158.39,0
a3e55a,United States,239.46,0
02019f,Morocco,216.73,0
acab3f,United States,238.29,0
a7f07d,United States,206.91,0
02019d,Morocco,233.59,0
48683e,Kingdom of the Netherlands,223.27,0
a3f88e,United States,182.67,0
48683f,Kingdom of the Netherlands,179.96,0
c827a6,New Zealand,193.27,0
02019b,Morocco,1.29,1
a5d5ae,United States,67.3,0
a6a839,United States,52.39,0
a90803,United States,89.56,0
c01f1e,Canada,146.83,0
486836,Kingdom of the Netherlands,231.88,0
a047d8,United States,46.86,0
a14da8,United States,13.38,1
34530e,Spain,234.33,0
896305,United Arab Emirates,230.63,0
acbe9c,United States,56.63,0
a7c849,United States,183.2,0
add23a,United States,49.0,0
aa350f,United States,257.45,0
a81ba7,United States,40.13,0
ac6289,United States,0.64,1
346648,Spain,180.43,0
44ce61,Belgium,193.52,0
346649,Spain,208.93,0
346644,Spain,207.37,0
c07fe9,Canada,208.97,0
4bb0e6,Turkey,228.44,0
406754,United Kingdom,212.21,0
a06a09,United States,193.31,0
4bb0e2,Turkey,298.36,0
a38293,United States,78.41,0
896315,United Arab Emirates,119.09,0
a715c6,United States,146.91,0
896314,United Arab Emirates,282.47,0
896318,United Arab Emirates,236.41,0
a6a84a,United States,54.65,0
a4fe6e,United States,47.04,0
c01f52,Canada,59.54,0
a6587b,United States,235.34,0
a87e20,United States,56.75,0
adde6a,United States,230.76,0
44ce72,Belgium,245.04,0
a19d0d,United States,215.35,0
a37aa3,United States,229.89,0
0200fb,Morocco,210.12,0
7609fa,Pakistan,201.44,0
70c0cc,Oman,242.46,0
88084c,Thailand,221.11,0
a22771,United States,124.9,0
a44d1c,United States,251.22,0
a19d79,United States,214.83,0
c06183,Canada,228.45,0
abf396,United States,253.38,0
a154e6,United States,230.7,0
a26df9,United States,206.62,0
c0617c,Canada,263.97,0
0200ef,Morocco,231.95,0
70c0e0,Oman,295.01,0
ac006d,United States,118.43,0
c0617a,Canada,219.48,0
0200eb,Morocco,120.97,0
0200ea,Morocco,223.27,0
486803,Kingdom of the Netherlands,207.12,0
c06177,Canada,125.02,0
c06179,Canada,246.09,0
34660d,Spain,215.14,0
34660e,Spain,210.75,0
a657ae,United States,43.92,0
c06171,Canada,179.69,0
ac0094,United States,260.24,0
abe075,United States,200.96,0
c03905,Canada,58.2,0
a5d713,United States,220.15,0
c0616c,Canada,208.32,0
346614,Spain,193.49,0
c0616e,Canada,263.11,0
a68d02,United States,247.31,0
346611,Spain,187.07,0
346610,Spain,230.68,0
346613,Spain,134.77,0
4ab821,Sweden,188.38,0
a3472f,United States,73.57,0
4ab823,Sweden,232.32,0
a06a2d,United States,250.95,0
70c0ee,Oman,230.62,0
474809,Hungary,,1
a22754,United States,61.66,0
a657bf,United States,208.82,0
a19d59,United States,237.52,0
a99262,United States,245.26,0
a9e22e,United States,170.37,0
a99e9f,United States,63.7,0
7609f1,Pakistan,72.26,0
a9a5ef,United States,72.04,0
c01f0d,Canada,101.14,0
a68d17,United States,39.93,0
a38db4,United States,196.52,0
a524c5,United States,146.21,0
a69419,United States,5.14,1
ad2095,United States,153.98,0
ac881e,United States,45.04,0
c06196,Canada,250.32,0
3c0ca6,Germany,194.76,0
a63dc7,United States,71.04,0
c06193,Canada,225.65,0
70c0f8,Oman,216.88,0
70c0f9,Oman,221.63,0
a5bd0b,United States,218.44,0
c0618e,Canada,217.08,0
ab18e8,United States,46.83,0
ab6851,United States,71.29,0
a9ee7e,United States,49.05,0
780a18,China,178.48,0
4bab21,Turkey,213.5,0
89639d,United Arab Emirates,235.73,0
7c6de0,Australia,7.46,1
aae5a9,United States,252.45,0
80073b,India,223.76,0
4ca8e7,Ireland,221.88,0
a37ae4,United States,193.49,0
a63284,United States,41.75,0
aa1b9d,United States,52.1,0
4bb209,Turkey,211.53,0
4bb206,Turkey,244.56,0
ac6e29,United States,85.58,0
89639b,United Arab Emirates,260.57,0
a9ee62,United States,53.57,0
4bb205,Turkey,165.7,0
a31a56,United States,221.25,0
4bb203,Turkey,95.18,0
4bb212,Turkey,272.27,0
0ac152,Colombia,0.0,1
780a27,China,209.97,0
4bb210,Turkey,223.17,0
a19163,United States,49.37,0
80073f,India,221.01,0
add0ff,United States,35.16,0
4bab27,Turkey,283.9,0
80073d,India,139.62,0
80073e,India,235.7,0
a1ed8e,United States,83.06,0
7c6ddd,Australia,179.85,0
780a28,China,219.95,0
7c6ddc,Australia,222.62,0
4bab24,Turkey,181.92,0
780a29,China,294.87,0
a381ad,United States,112.94,0
780a1c,China,216.5,0
c08799,Canada,146.49,0
a9ee79,United States,42.23,0
ab6866,United States,41.47,0
4bb219,Turkey,0.0,1
4ca8f5,Ireland,0.45,1
800756,India,68.44,0
4bb215,Turkey,222.5,0
a6dbf3,United States,194.71,0
a6f5fc,United States,222.21,0
4bb214,Turkey,230.63,0
a394f7,United States,66.06,0
a31a50,United States,279.79,0
780a38,China,173.07,0
a2bdf6,United States,29.54,0
4ca8db,Ireland,76.34,0
a2fa33,United States,38.72,0
a2147c,United States,202.63,0
4bb20c,Turkey,75.12,0
4ca8da,Ireland,243.98,0
c06167,Canada,190.86,0
780a2b,China,212.07,0
a1ed5f,United States,224.97,0
a0ba4e,United States,166.39,0
ad45a4,United States,189.08,0
a1da43,United States,58.55,0
a07165,United States,57.62,0
a20132,United States,48.66,0
a44d3f,United States,209.15,0
a31a34,United States,341.87,0
a9f528,United States,221.69,0
800733,India,234.1,0
7609b6,Pakistan,217.75,0
ab686f,United States,228.09,0
a1e135,United States,74.24,0
a3f7b8,United States,267.97,0
ac0ba7,United States,162.14,0
aadee4,United States,60.33,0
a1e132,United States,165.48,0
0200cb,Morocco,246.05,0
a37ab5,United States,212.7,0
a537b2,United States,67.52,0
89505d,Brunei Darussalam,221.32,0
89638d,United Arab Emirates,8.23,1
e48fb5,Brazil,188.38,0
c06156,Canada,268.85,0
4ca8d7,Ireland,242.74,0
84ceef,Japan,143.3,0
aa1b78,United States,268.37,0
4ca8d9,Ireland,114.54,0
800737,India,168.51,0
c06151,Canada,160.09,0
ab05df,United States,47.94,0
800734,India,297.87,0
4ca8d5,Ireland,245.73,0
800735,India,231.1,0
800738,India,213.16,0
a7a257,United States,208.46,0
4ca8bd,Ireland,197.55,0
c0614d,Canada,257.01,0
800742,India,255.25,0
e48fb4,Brazil,228.15,0
ac5b20,United States,240.75,0
aa7e9b,United States,155.47,0
4baa45,Turkey,244.01,0
aa7e9a,United States,253.87,0
4baa42,Turkey,215.41,0
8830ef,Thailand,179.72,0
3c7438,Germany,218.63,0
c07676,Canada,291.79,0
3c7439,Germany,166.61,0
a55a5b,United States,65.86,0
a1b917,United States,145.81,0
a68d6f,United States,234.99,0
a44168,United States,213.13,0
a44166,United States,265.23,0
a3d1f0,United States,256.24,0
a87de9,United States,38.67,0
a55a72,United States,175.4,0
a69463,United States,226.7,0
a70463,United States,211.85,0
abdb35,United States,205.97,0
4baa55,Turkey,196.52,0
a31a7b,United States,227.85,0
3c0ac5,Germany,141.13,0
4baa53,Turkey,233.21,0
c05007,Canada,257.93,0
4baa54,Turkey,205.99,0
a8d4ad,United States,250.17,0
3c0ac7,Germany,199.26,0
a6946b,United States,0.0,1
a9a749,United States,50.55,0
c05001,Canada,101.69,0
a4414a,United States,213.49,0
a68d97,United States,61.39,0
aa1bef,United States,55.13,0
4baa50,Turkey,258.26,0
ac62cc,United States,229.39,0
ac5bf6,United States,234.74,0
a4a484,United States,262.96,0
4bb145,Turkey,230.23,0
a2fa71,United States,176.09,0
4baa4d,Turkey,197.86,0
a9edb4,United States,3.6,1
ac75ee,United States,212.03,0
c06f87,Canada,31.43,0
a93112,United States,35.48,0
a1e189,United States,51.98,0
a93d4e,United States,170.2,0
a5aa3a,United States,236.03,0
a4f1e5,United States,127.57,0
acabcf,United States,85.71,0
a6f78a,United States,234.07,0
c06365,Canada,122.49,0
c06364,Canada,155.96,0
8963f6,United Arab Emirates,254.5,0
acb2c2,United States,189.0,0
c06360,Canada,162.09,0
c06363,Canada,108.03,0
8963df,United Arab Emirates,219.07,0
c06362,Canada,163.41,0
4bb105,Turkey,250.92,0
3c0aca,Germany,90.32,0
00834b,South Africa,249.63,0
c05c86,Canada,263.73,0
add2a1,United States,74.41,0
adcbab,United States,36.67,0
c0635e,Canada,191.34,0
c0635b,Canada,192.04,0
a3a9a2,United States,244.5,0
a44d85,United States,203.87,0
a3a9a3,United States,230.64,0
a4f1f4,United States,78.8,0
c06358,Canada,105.87,0
a907ed,United States,31.89,0
c06357,Canada,155.45,0
a32152,United States,140.63,0
a7178c,United States,154.59,0
a7045b,United States,252.33,0
a83782,United States,261.85,0
c013da,Canada,171.37,0
aa7e79,United States,219.5,0
a08fb2,United States,46.83,0
a83787,United States,192.18,0
c013e6,Canada,117.18,0
c0501e,Canada,246.18,0
a0c17d,United States,81.53,0
acb2ad,United States,198.28,0
c0767d,Canada,201.19,0
0b4279,Guatemala,0.0,1
ac62f3,United States,207.73,0
7810fb,China,215.4,0
a03618,United States,84.88,0
0b426c,Guatemala,75.16,0
8963d1,United Arab Emirates,227.59,0
a25c13,United States,239.82,0
a6f737,United States,42.18,0
47bb0a,Norway,152.89,0
aa720f,United States,164.35,0
a0e6c4,United States,222.72,0
a106d5,United States,175.24,0
a69423,United States,252.16,0
4baa81,Turkey,239.28,0
a68d2d,United States,70.15,0
a0e6c6,United States,199.33,0
484ee4,Kingdom of the Netherlands,219.67,0
3452c8,Spain,128.85,0
a096f0,United States,77.24,0
addefe,United States,223.47,0
acfb76,United States,68.76,0
a02337,United States,43.22,0
aa8548,United States,50.16,0
add2c4,United States,110.91,0
aa35e1,United States,136.65,0
8963d6,United Arab Emirates,225.49,0
4855d1,Kingdom of the Netherlands,145.18,0
a239e0,United States,279.95,0
8963e2,United Arab Emirates,275.9,0
a7c7a2,United States,226.12,0
aa22a7,United States,49.11,0
add2af,United States,45.32,0
4baa95,Turkey,252.0,0
a26f37,United States,203.32,0
4baa92,Turkey,264.38,0
a26308,United States,43.59,0
8963cf,United Arab Emirates,267.96,0
a524e1,United States,69.94,0
ad82e5,United States,3.09,1
70c0fa,Oman,103.94,0
a69437,United States,45.24,0
70c0fb,Oman,227.38,0
a20cb1,United States,55.47,0
a13c43,United States,216.34,0
add2b6,United States,254.53,0
8963de,United Arab Emirates,0.51,1
8963dd,United Arab Emirates,217.61,0
8963dc,United Arab Emirates,319.09,0
4baa8c,Turkey,192.16,0
399264,France,259.38,0
aa7e56,United States,155.84,0
a68d44,United States,134.64,0
a226c5,United States,208.94,0
a359bc,United States,204.94,0
8963e8,United Arab Emirates,144.65,0
8963e7,United Arab Emirates,295.94,0
a6dd12,United States,234.73,0
aa7e51,United States,4.37,1
a4fddb,United States,115.04,0
4baa62,Turkey,194.13,0
8963b2,United Arab Emirates,191.17,0
a14f2f,United States,271.01,0
3465d9,Spain,213.14,0
a106b3,United States,160.54,0
3465d8,Spain,216.23,0
888040,Viet Nam,269.22,0
ae4e9f,United States,120.2,0
4bb149,Turkey,227.67,0
3465d4,Spain,223.7,0
4bb147,Turkey,116.63,0
a2bf05,United States,34.16,0
c013b7,Canada,115.04,0
aa2ed8,United States,166.07,0
a27614,United States,207.55,0
aa35af,United States,55.23,0
4baa5a,Turkey,135.82,0
a44187,United States,230.03,0
aa1ba3,United States,244.88,0
8963b4,United Arab Emirates,191.22,0
a5c430,United States,44.09,0
a9db7e,United States,62.35,0
a2d915,United States,55.46,0
a897d9,United States,60.19,0
4baa69,Turkey,204.81,0
a01c34,United States,56.04,0
4bb14e,Turkey,223.52,0
4bb14c,Turkey,79.75,0
4bb14d,Turkey,233.96,0
42470e,United Kingdom,220.91,0
4baa76,Turkey,210.66,0
a13c0b,United States,2.57,1
a6a7cf,United States,207.32,0
aa7e36,United States,239.23,0
c06312,Canada,111.89,0
3c7428,Germany,98.81,0
a01c37,United States,0.0,1
400773,United Kingdom,222.97,0
8963af,United Arab Emirates,254.46,0
4baa70,Turkey,82.86,0
400771,United Kingdom,215.82,0
3465c9,Spain,217.79,0
c01fdb,Canada,62.15,0
a50adc,United States,88.46,0
4bb159,Turkey,264.04,0
a3d1e7,United States,95.05,0
4baa6e,Turkey,67.76,0
4067f6,United Kingdom,223.73,0
a9e285,United States,29.81,0
4bb164,Turkey,119.75,0
4067f7,United Kingdom,259.93,0
a5d778,United States,58.28,0
440b91,Austria,226.22,0
a4eacb,United States,223.92,0
4baa79,Turkey,230.73,0
a75dd8,United States,234.95,0
a3d302,United States,280.24,0
aa97c9,United States,48.44,0
4ca90a,Ireland,233.02,0
8007b2,India,223.67,0
a3a9eb,United States,210.07,0
a1f3c5,United States,259.84,0
ab9e13,United States,6.43,1
a6a90e,United States,41.7,0
a586b0,United States,225.47,0
a3df50,United States,103.82,0
ab4ea8,United States,216.81,0
a75f15,United States,218.77,0
a13c73,United States,201.78,0
a89915,United States,229.66,0
a1566e,United States,85.36,0
4ac9e4,Sweden,217.36,0
a5cfa5,United States,216.22,0
4ca912,Ireland,204.63,0
a4062f,United States,47.63,0
440b2f,Austria,165.23,0
a333ae,United States,287.21,0
4ca911,Ireland,135.31,0
a466c7,United States,186.23,0
a0103b,United States,132.73,0
a2c62c,United States,84.22,0
add376,United States,206.34,0
a3e648,United States,88.18,0
896535,United Arab Emirates,219.47,0
a333a4,United States,38.58,0
a44ca0,United States,242.72,0
a63f2f,United States,214.21,0
ad705e,United States,218.74,0
a8c1ff,United States,74.36,0
a3962d,United States,61.41,0
896538,United Arab Emirates,233.07,0
a1435d,United States,0.0,1
a53975,United States,267.46,0
4ac9f4,Sweden,236.15,0
ad4804,United States,205.42,0
440b1e,Austria,237.18,0
4ac9f9,Sweden,224.11,0
a213d6,United States,205.92,0
89652d,United Arab Emirates,192.4,0
aae830,United States,59.3,0
020044,Morocco,247.64,0
a37c1c,United States,236.15,0
440b30,Austria,0.0,1
a39630,United States,184.26,0
a4ff56,United States,88.12,0
a1ecb4,United States,84.36,0
896503,United Arab Emirates,211.1,0
896502,United Arab Emirates,182.31,0
a1f3a1,United States,43.27,0
02006e,Morocco,228.49,0
4868a6,Kingdom of the Netherlands,201.42,0
a1a63d,United States,237.91,0
4ac9c4,Sweden,224.29,0
4bb196,Turkey,303.1,0
a19cd1,United States,112.26,0
a729e8,United States,38.82,0
4ac9c6,Sweden,204.82,0
a93d9f,United States,220.46,0
4bb190,Turkey,204.14,0
ab084e,United States,2.06,1
020073,Morocco,227.29,0
77181f,Sri Lanka,227.53,0
4bb18b,Turkey,225.53,0
896513,United Arab Emirates,106.58,0
896518,United Arab Emirates,139.69,0
896517,United Arab Emirates,144.3,0
a1433a,United States,127.62,0
a849ab,United States,147.53,0
a63f4e,United States,250.13,0
a1300a,United States,71.11,0
abb8c4,United States,240.97,0
02005b,Morocco,230.13,0
a28975,United States,43.41,0
683300,Kazakhstan,241.33,0
c8274f,New Zealand,144.49,0
a01037,United States,269.47,0
86eb2e,Japan,269.92,0
89650a,United Arab Emirates,265.58,0
ab9200,United States,50.67,0
a38367,United States,141.48,0
344099,Spain,235.15,0
781cd5,China,181.02,0
a466fc,United States,0.0,1
aae84e,United States,55.2,0
a93d7c,United States,264.94,0
a871d4,United States,254.45,0
a0107f,United States,201.02,0
ac2859,United States,213.32,0
7c4a45,Australia,88.47,0
ac1529,United States,62.9,0
a7b4ea,United States,254.0,0
a8d4f6,United States,213.64,0
a8d4ef,United States,246.18,0
0acbda,Colombia,125.85,0
a1a697,United States,81.41,0
a82472,United States,51.75,0
ab4eeb,United States,213.25,0
4ca95e,Ireland,228.57,0
888096,Viet Nam,195.14,0
a01097,United States,242.79,0
a7b4f2,United States,295.07,0
a70491,United States,250.71,0
a6e480,United States,196.64,0
a7ea41,United States,46.33,0
a3701a,United States,87.22,0
a3a9d2,United States,245.65,0
4ca961,Ireland,205.29,0
aca09c,United States,32.41,0
a2b32c,United States,75.74,0
e49705,Brazil,179.57,0
68332a,Kazakhstan,198.39,0
ac0e63,United States,63.79,0
ac62a9,United States,0.0,1
45d069,Denmark,234.99,0
48436b,Kingdom of the Netherlands,269.63,0
a609b6,United States,47.51,0
48436a,Kingdom of the Netherlands,216.06,0
a13c92,United States,102.75,0
abb8ea,United States,240.14,0
a1f3e0,United States,38.57,0
ac5bb9,United States,282.98,0
4ca935,Ireland,230.57,0
a99df4,United States,81.96,0
8007ca,India,226.4,0
45d066,Denmark,233.29,0
45d065,Denmark,229.93,0
45d068,Denmark,246.57,0
a8d4d2,United States,123.46,0
c1e4c3,Canada,1.8,1
4ac9fa,Sweden,231.81,0
ab9e6a,United States,234.49,0
acbeab,United States,61.67,0
ac287c,United States,189.35,0
7c4a07,Australia,43.03,0
a1f3be,United States,168.69,0
ab8b56,United States,280.56,0
a9a75f,United States,173.89,0
a4c9d5,United States,199.73,0
abf544,United States,84.76,0
a200ba,United States,238.73,0
acc5a5,United States,176.45,0
aabb53,United States,189.51,0
4ca947,Ireland,230.56,0
a14380,United States,239.63,0
7810c4,China,201.6,0
48435f,Kingdom of the Netherlands,247.16,0
a25c75,United States,208.9,0
88809d,Viet Nam,196.76,0
88809a,Viet Nam,65.25,0
4258c7,United Kingdom,1.8,1
89647b,United Arab Emirates,223.54,0
89647a,United Arab Emirates,225.15,0
c074cb,Canada,204.65,0
89647f,United Arab Emirates,222.88,0
ac13d6,United States,195.45,0
a2a072,United States,196.45,0
ad46e5,United States,39.56,0
896489,United Arab Emirates,268.54,0
a0e80c,United States,98.55,0
a943b9,United States,95.17,0
a8bc34,United States,156.67,0
aba64a,United States,12.86,1
896497,United Arab Emirates,3.09,1
781273,China,278.23,0
a9f62b,United States,54.73,0
a8cf5f,United States,75.5,0
89648a,United Arab Emirates,72.92,0
a6a999,United States,39.87,0
a8c329,United States,91.12,0
ac6f8a,United States,209.08,0
77058c,Sri Lanka,269.91,0
abece7,United States,242.46,0
a6f6dd,United States,87.62,0
a09852,United States,243.32,0
4ca87d,Ireland,207.69,0
a9dc0b,United States,41.16,0
a7c973,United States,76.71,0
a9dc0e,United States,37.45,0
a560f4,United States,245.62,0
a8996b,United States,1.8,1
ac0cf8,United States,225.88,0
aa234a,United States,178.9,0
ac00b5,United States,45.25,0
e495cc,Brazil,236.09,0
344157,Spain,5.92,1
a9b9ea,United States,226.49,0
e495ce,Brazil,222.95,0
